columns,,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse
|['new_cases_last_week', 'T_CB_new-covid19']|,0.965400865,1085.631488,3636.084094,3570.298389
|['new_cases_last_week', 'T_GU_corona']|,0.96688806,1110.037573,2281.865465,2271.759895
|['new_cases_last_week', 'G_virus']|,0.967528244,1121.886724,3441.042187,3411.674375
|['new_cases_last_week', 'T_CB_social-distancing']|,0.965293235,1162.836868,3121.457072,3120.67431
|['new_cases_2w_ago', 'G_lockdown']|,0.88900732,1168.297043,3496.939347,3431.824538
|['new_cases_last_week', 'T_CB_surged-to']|,0.973970973,1193.933524,3520.309574,3518.797217
|['new_cases_2w_ago', 'G_cough']|,0.894500494,1223.035902,5146.391566,5130.955014
|['new_cases_2w_ago', 'T_GB_coronavirus-in']|,0.90480411,1350.974009,3399.116845,3338.939489
|['new_cases_last_week', 'new_cases_2w_ago']|,0.969884673,1420.006951,3496.939347,3477.500598
|['new_cases_last_week', 'T_CB_wave-of']|,0.965554267,1436.541717,2198.221459,2198.221459
|['new_cases_last_week', 'T_GB_to-wear']|,0.967326564,1442.635626,2782.560599,2840.705618
|['new_cases_2w_ago', 'T_GB_spread-of']|,0.944087126,1503.816729,4056.684566,4518.865101
|['new_cases_2w_ago', 'T_GB_covid19-pandemic']|,0.945176018,1538.318791,3243.182246,3229.831527
|['new_cases_2w_ago', 'T_CU_pandemic']|,0.890299101,1539.454099,2710.990655,2599.387431
|['new_cases_last_week', 'T_GB_social-distancing']|,0.967728969,1598.959513,3121.457072,2947.636854
|['new_cases_2w_ago', 'active_cases']|,0.913455775,1644.893917,3496.939347,3477.128112
|['new_cases_last_week', 'T_GB_a-pandemic']|,0.969110186,1645.674367,2901.816656,2938.66229
|['new_cases_2w_ago', 'T_GU_positive']|,0.896081762,1663.73299,2546.128695,2569.9193
|['new_cases_2w_ago', 'T_CU_new']|,0.922087214,1688.307955,2504.877708,2493.460065
|['new_cases_2w_ago', 'T_GB_tested-positive']|,0.901673473,1801.067768,2823.619073,2986.697882
|['new_cases_last_week', 'T_CB_new-covid']|,0.96807986,1801.359511,3520.730404,3552.872933
|['new_cases_last_week', 'T_GB_the-pandemic']|,0.970954894,1831.573803,2901.816656,2913.288885
|['new_cases_2w_ago', 'T_GB_covid19-in']|,0.919619882,1858.244311,3400.178421,3354.175655
|['new_cases_2w_ago', 'T_CU_cases']|,0.896191275,1876.536466,1749.076137,1662.599088
|['new_cases_2w_ago', 'T_GB_covid-19']|,0.958042129,1916.531028,4268.331784,4282.056543
|['new_cases_2w_ago', 'T_GB_the-virus']|,0.889303127,1955.235204,3215.197657,3234.374964
|['new_cases_2w_ago', 'T_CB_covid19-cases']|,0.888869134,2138.029093,4336.015241,4381.736685
|['new_cases_2w_ago', 'T_GU_restrictions']|,0.88887549,2164.266018,2963.317552,2945.059602
|['new_cases_2w_ago', 'G_covid']|,0.890199067,2165.19199,2546.128695,2483.746172
|['new_cases_2w_ago', 'T_CB_new-covid19']|,0.890306902,2262.543382,3427.956729,3457.035634
|['new_cases_2w_ago', 'G_symptoms']|,0.930900137,2298.75688,2198.221459,2083.665981
|['new_cases_2w_ago', 'T_GB_cases-of']|,0.891316435,2347.041838,2499.910265,2502.807424
|['new_cases_2w_ago', 'G_sick']|,0.891674018,2406.159423,1749.076137,1740.791734
|['new_cases_2w_ago', 'T_CU_corona']|,0.893152956,2455.868256,1749.076137,1858.421762
|['new_cases_2w_ago', 'G_virus']|,0.896029002,2602.319547,3225.571823,3229.430128
|['new_cases_2w_ago', 'T_GU_corona']|,0.896995363,2665.411101,2281.865465,2331.542197
|['new_cases_2w_ago', 'T_CB_social-distancing']|,0.890504171,2783.608697,3121.457072,3146.581167
|['new_cases_2w_ago', 'T_GU_crisis']|,0.950211437,2857.407472,3182.209885,3180.098589
|['new_cases_2w_ago', 'T_GB_to-wear']|,0.895220951,3380.106857,2918.157952,3449.220725
|['new_cases_2w_ago', 'T_CB_wave-of']|,0.898674162,3539.932578,2198.221459,2183.71372
|['new_cases_2w_ago', 'T_GB_social-distancing']|,0.897121505,3953.245053,2963.808192,3024.303998
|['new_cases_2w_ago', 'T_GB_a-pandemic']|,0.901454913,4166.054807,3194.484162,3312.157017
|['new_cases_last_week', 'G_lockdown']|,0.967353853,4572.416028,3496.939347,3496.147687
|['new_cases_2w_ago', 'T_GB_the-pandemic']|,0.905198257,4580.683364,2901.816656,2881.957287
|['new_cases_2w_ago', 'T_CB_new-covid']|,0.917852659,6215.076885,3564.57568,3565.857604
|['active_cases', 'T_GU_crisis']|,0.607933213,6792.846038,3191.339152,3195.813964
|['active_cases', 'T_GB_covid-19']|,0.697793961,6863.608712,4268.331784,4292.213478
|['active_cases', 'T_GB_covid19-pandemic']|,0.679525071,8103.869222,3170.338615,3219.649555
|['G_covid', 'G_virus']|,0.551544643,8607.727923,2546.128695,2659.963252
|['active_cases', 'G_symptoms']|,0.571316262,8657.239158,2198.221459,2134.469702
|['G_covid', 'T_CB_wave-of']|,0.484956685,9463.209303,3875.375681,3604.938209
|['active_cases', 'T_GU_death']|,0.692723986,9798.19527,3883.461386,3845.820415
|['active_cases', 'T_GB_spread-of']|,0.635230725,9983.248157,4056.684566,3984.086648
|['active_cases', 'T_CB_wave-of']|,0.377256713,10282.24672,2198.221459,2201.203771
|['G_covid', 'T_GU_corona']|,0.493261115,10822.96519,11094.02467,4363.202667
|['G_covid', 'T_CU_corona']|,0.490635308,11088.65176,1749.076137,1637.63877
|['active_cases', 'G_sick']|,0.388346112,11176.79424,1749.076137,1632.185731
|['active_cases', 'T_CU_new']|,0.536470168,11415.67344,2504.877708,2327.54445
|['active_cases', 'T_GB_covid19-in']|,0.506591075,11633.21859,3700.612066,3654.925386
|['active_cases', 'G_covid']|,0.421677145,11799.0021,2546.128695,3021.982338
|['active_cases', 'T_CB_new-covid']|,0.282441821,12186.20765,3564.57568,3557.862996
|['G_covid', 'T_GU_restrictions']|,0.454872052,13070.38036,23907.14725,23886.0283
|['G_sick', 'T_CB_wave-of']|,0.335366168,13172.39856,8176.621753,8214.127998
|['active_cases', 'T_GB_coronavirus-in']|,0.496299286,13195.18745,3399.116845,3350.38126
|['T_CB_wave-of', 'T_GB_face-masks']|,0.598658095,13651.04908,4044.586155,4135.086454
|['G_covid', 'T_CB_covid19-cases']|,0.46023595,13988.43274,11039.65408,11177.17663
|['T_CB_wave-of', 'T_GB_cases-of']|,0.320081498,14044.55863,4197.234883,4110.882906
|['G_covid', 'T_CU_cases']|,0.525077794,14252.66664,21125.91128,19207.63318
|['active_cases', 'T_GB_the-virus']|,0.439964888,14502.51011,3215.197657,3225.953459
|['G_symptoms', 'T_CB_wave-of']|,0.388272394,15200.76466,18386.72757,18410.61083
|['T_CB_social-distancing', 'T_CB_wave-of']|,0.47569501,15211.55918,22176.36275,12488.8686
|['active_cases', 'T_GB_cases-of']|,0.301549881,15238.0748,2499.910265,2431.446454
|['T_CB_wave-of', 'T_GB_the-pandemic']|,0.462074176,15312.60659,13169.6856,13426.08095
|['active_cases', 'T_GB_tested-positive']|,0.372755583,15337.41174,2823.619073,2708.803834
|['active_cases', 'T_GU_positive']|,0.39070998,15377.90839,3248.860159,3258.378262
|['T_CB_wave-of', 'T_GB_spread-of']|,0.473235871,15400.88559,18948.7741,18937.9762
|['T_CB_wave-of', 'T_GB_social-distancing']|,0.490751346,15461.77511,11789.06642,9400.055906
|['T_CB_wave-of', 'T_GB_to-wear']|,0.436650452,15464.01017,18131.64077,18017.00776
|['G_covid', 'T_CB_new-covid19']|,0.380481268,15523.29201,6345.885511,3633.245367
|['active_cases', 'G_cough']|,0.511174931,15533.83528,5146.391566,5180.936363
|['T_CB_wave-of', 'T_GU_positive']|,0.390604618,15563.69309,4044.586155,5158.580744
|['active_cases', 'T_CU_cases']|,0.349676585,15828.34375,1749.076137,1930.639159
|['T_CB_wave-of', 'T_GB_tested-positive']|,0.352722747,15997.4599,20453.65435,19093.3859
|['T_CB_wave-of', 'T_GB_the-virus']|,0.395331096,16042.08656,9706.700233,2389.190885
|['T_GB_cases-of', 'T_GU_restrictions']|,0.323134251,16092.97023,2499.910265,2901.013274
|['active_cases', 'T_GU_corona']|,0.267034405,16111.73698,2281.865465,2241.972713
|['T_CB_wave-of', 'T_GB_a-pandemic']|,0.428272497,16111.74126,13188.6386,14916.28104
|['active_cases', 'T_GB_face-masks']|,0.532990131,16133.81513,3491.324681,3459.034218
|['T_CB_new-covid', 'T_GB_face-masks']|,0.525082038,16276.72866,13910.84708,4802.376121
|['active_cases', 'T_CB_covid19-cases']|,0.293598037,16348.14396,4336.015241,4389.655223
|['G_cough', 'T_CB_wave-of']|,0.481400348,16397.9812,5542.552133,4828.413617
|['active_cases', 'T_CU_corona']|,0.262779858,16422.69058,1749.076137,1749.076137
|['active_cases', 'T_CB_new-covid19']|,0.264219951,16580.62471,3427.956729,3504.708215
|['active_cases', 'G_virus']|,0.256911654,16613.09117,3712.946954,3674.187397
|['active_cases', 'T_GU_restrictions']|,0.265468037,16618.14609,2963.317552,2785.583605
|['T_CB_wave-of', 'T_GB_coronavirus-in']|,0.393366784,16633.47989,18045.04878,15931.96542
|['G_flu', 'G_lockdown']|,0.749891359,16644.00694,3814.119946,3799.50493
|['G_covid', 'T_CB_new-covid']|,0.278912525,16753.84617,2960.466883,3245.123792
|['active_cases', 'G_flu']|,0.676901006,17166.53773,3638.049645,3670.825904
|['G_covid', 'T_CB_surged-to']|,0.665487021,17465.15174,2546.128695,2549.730067
|['T_CU_corona', 'T_GB_cases-of']|,0.272405045,17474.42482,4012.215843,4039.805211
|['active_cases', 'T_CB_social-distancing']|,0.407225622,17476.5769,3121.457072,3002.92372
|['T_CB_wave-of', 'T_GB_covid19-pandemic']|,0.409614909,17483.94596,14199.98408,13995.40351
|['T_CB_wave-of', 'T_CU_pandemic']|,0.467383386,17487.43038,19819.05149,16914.84322
|['T_CB_wave-of', 'T_GB_covid19-in']|,0.324241806,17512.66483,17990.31942,18765.34382
|['T_CB_covid19-cases', 'T_GB_cases-of']|,0.323098961,17513.80397,4876.493156,4576.131825
|['T_CB_covid19-cases', 'T_CB_wave-of']|,0.261663499,17537.00555,4044.586155,4190.322095
|['T_CB_new-covid', 'T_GB_the-pandemic']|,0.359246227,17559.99867,5346.384266,5127.790237
|['T_CU_cases', 'T_GB_cases-of']|,0.380142721,17799.53397,4657.470057,4526.258624
|['T_GU_positive', 'T_GU_restrictions']|,0.465408539,17926.34801,15165.6604,14857.81637
|['T_GB_cases-of', 'T_GU_corona']|,0.257382614,17952.27697,2499.910265,2478.848179
|['T_CB_wave-of', 'T_GU_crisis']|,0.290784065,18034.90269,11448.43664,14320.41028
|['T_CB_wave-of', 'T_CU_new']|,0.309966019,18081.91586,21554.93029,20008.9472
|['T_CB_new-covid19', 'T_CB_wave-of']|,0.217484128,18118.97281,8973.646342,5356.142448
|['T_CB_wave-of', 'T_GB_covid-19']|,0.368057778,18188.15491,18838.04317,19089.89515
|['active_cases', 'T_CU_pandemic']|,0.445723865,18250.07262,2407.275292,2305.944391
|['T_CB_wave-of', 'T_GU_restrictions']|,0.20646646,18518.16329,15685.4347,12584.99189
|['G_flu', 'T_CB_new-covid']|,0.658792905,18535.19698,3967.06472,3968.596787
|['G_sick', 'T_CU_cases']|,0.347020623,18561.12649,18934.4859,18131.63115
|['T_CB_wave-of', 'T_GU_death']|,0.395958207,18584.75902,10783.40313,5243.484567
|['G_virus', 'T_CB_wave-of']|,0.202742023,18604.38664,19635.64702,16285.29165
|['active_cases', 'T_CB_surged-to']|,0.526978668,18611.72465,3520.309574,3520.309574
|['T_CB_covid19-cases', 'T_GB_the-virus']|,0.451283667,18680.7291,11733.99177,10677.8825
|['active_cases', 'T_GB_social-distancing']|,0.386852042,18684.66094,3127.09955,2937.26077
|['G_virus', 'T_GB_cases-of']|,0.237624401,18773.01531,2670.579627,2951.154695
|['T_GB_face-masks', 'T_GU_restrictions']|,0.547187966,18795.77315,18890.56003,19095.39646
|['T_CB_new-covid', 'T_GB_social-distancing']|,0.386230072,18818.79008,4203.48047,3769.15827
|['T_CB_wave-of', 'T_CU_corona']|,0.195503199,18821.93147,10098.23936,3779.820486
|['T_CU_corona', 'T_GB_face-masks']|,0.553639128,18823.41321,14813.5826,11168.73521
|['T_CU_cases', 'T_GB_face-masks']|,0.603709804,18832.29629,18575.24682,18301.14971
|['T_CB_wave-of', 'T_GU_corona']|,0.195719014,18838.82197,14808.93609,15464.87905
|['T_GB_face-masks', 'T_GU_corona']|,0.555127838,18892.74733,6204.142239,2331.539215
|['G_flu', 'T_CB_wave-of']|,0.63401536,18962.21606,4713.379422,4069.12449
|['T_CB_covid19-cases', 'T_GU_positive']|,0.440936956,18972.45305,5343.464606,5802.83026
|['G_sick', 'T_CB_covid19-cases']|,0.275193183,19061.19851,21341.32169,17984.56482
|['T_CB_covid19-cases', 'T_GB_covid19-pandemic']|,0.468070437,19176.2735,12460.32442,11651.66883
|['T_CB_wave-of', 'T_CU_cases']|,0.253422715,19218.86446,29650.36875,28843.63359
|['active_cases', 'T_GB_a-pandemic']|,0.300994047,19228.63483,3248.913639,3280.770184
|['T_CU_cases', 'T_GU_positive']|,0.537294985,19260.99508,16663.93012,15936.35988
|['active_cases', 'T_GB_to-wear']|,0.28701777,19279.06178,2980.92283,2729.152574
|['G_covid', 'T_GU_crisis']|,0.342754012,19387.57317,27317.29644,23774.3524
|['T_CB_covid19-cases', 'T_GB_spread-of']|,0.470200946,19403.19394,19407.94515,19742.79363
|['G_sick', 'T_CB_surged-to']|,0.5838428,19421.68587,9964.526849,9949.778825
|['T_CB_new-covid', 'T_CB_social-distancing']|,0.362490481,19426.37294,17965.09445,16152.3968
|['G_virus', 'T_GB_face-masks']|,0.546995395,19431.00958,21325.37246,22171.15314
|['T_CB_covid19-cases', 'T_GB_face-masks']|,0.520569601,19507.99887,18388.19322,23582.23083
|['G_lockdown', 'T_GB_face-masks']|,0.61927074,19534.28045,3027.853475,3816.843985
|['T_CB_new-covid', 'T_GB_a-pandemic']|,0.300528974,19605.8696,12744.73155,16016.45886
|['T_CB_covid19-cases', 'T_GB_covid-19']|,0.439098827,19622.1122,13802.78162,13784.81122
|['active_cases', 'T_GB_the-pandemic']|,0.30864122,19623.76162,2901.816656,2913.927838
|['T_CB_covid19-cases', 'T_GB_coronavirus-in']|,0.456204152,19673.15714,11922.73025,13881.61799
|['G_symptoms', 'T_CB_covid19-cases']|,0.367968552,19732.52473,21103.79869,22774.91808
|['T_CB_surged-to', 'T_CB_wave-of']|,0.502255634,19782.80677,2198.221459,2199.074211
|['G_covid', 'T_GB_covid-19']|,0.390681977,19790.58834,27384.28185,25663.7374
|['T_CU_cases', 'T_GB_the-virus']|,0.485351753,19826.54872,18795.29503,18709.99623
|['T_CU_corona', 'T_GU_positive']|,0.39539109,19892.5611,11750.70266,11021.05879
|['G_sick', 'T_GB_cases-of']|,0.224889159,19957.57444,2298.16608,1664.171
|['G_covid', 'G_sick']|,0.262250509,20020.49952,24765.77999,24154.56299
|['T_GB_spread-of', 'T_GU_restrictions']|,0.443486079,20122.25251,16688.37357,16134.14187
|['T_CB_new-covid', 'T_CB_wave-of']|,0.20452648,20137.08375,3923.580083,3923.580083
|['T_GB_covid19-pandemic', 'T_GU_restrictions']|,0.428970884,20170.20735,16829.36462,17202.226
|['G_covid', 'T_GB_spread-of']|,0.403727012,20239.87533,24733.97802,25073.99147
|['G_covid', 'T_GB_covid19-pandemic']|,0.389891951,20347.288,11043.96635,8583.29247
|['G_sick', 'T_GU_restrictions']|,0.214416188,20411.20307,20387.51739,21638.05063
|['T_CU_corona', 'T_GB_the-virus']|,0.379047478,20473.306,6610.684701,2425.285064
|['T_CB_new-covid19', 'T_GB_cases-of']|,0.212210871,20485.39055,5680.277498,5749.061413
|['G_covid', 'T_GB_cases-of']|,0.254216924,20498.125,16305.65241,16433.44012
|['T_CB_surged-to', 'T_GB_face-masks']|,0.695272027,20508.37773,6629.421418,6629.421418
|['G_sick', 'T_CB_new-covid']|,0.156563407,20531.28856,13768.45348,13898.04715
|['G_cough', 'T_CU_corona']|,0.577631499,20590.06674,12004.51041,11106.832
|['T_CB_covid19-cases', 'T_GB_covid19-in']|,0.375254013,20598.38746,17147.83443,13762.72787
|['T_CB_covid19-cases', 'T_CU_new']|,0.429403624,20690.112,19673.77841,21678.67016
|['T_CB_new-covid19', 'T_GB_face-masks']|,0.481867733,20691.48062,19097.61395,19529.36807
|['T_CB_new-covid', 'T_GB_the-virus']|,0.284372316,20700.79749,3228.105287,3225.02607
|['T_CB_new-covid19', 'T_GB_the-virus']|,0.356254274,20701.04995,3643.63326,3493.589325
|['T_CU_cases', 'T_GB_covid19-pandemic']|,0.46047491,20783.36902,16815.1418,15992.47102
|['G_symptoms', 'T_CB_surged-to']|,0.626858196,20851.08563,2198.221459,2222.532089
|['G_sick', 'T_CB_new-covid19']|,0.199227686,20867.36744,18219.85814,21380.21629
|['T_GB_covid-19', 'T_GB_face-masks']|,0.511939967,20949.38975,16626.39574,16955.95361
|['T_CB_social-distancing', 'T_GB_covid-19']|,0.524652273,20959.85128,21535.39794,21164.65385
|['G_symptoms', 'T_GU_restrictions']|,0.317195443,20966.18363,22628.77599,22620.0145
|['G_covid', 'G_symptoms']|,0.292016762,20998.92806,25342.64885,24988.40249
|['G_symptoms', 'T_CU_cases']|,0.378284597,21015.85501,22016.13526,20004.00302
|['T_GB_covid19-pandemic', 'T_GB_face-masks']|,0.506040012,21018.61507,12753.20219,11760.76182
|['T_GB_face-masks', 'T_GB_spread-of']|,0.510587887,21025.4503,18864.56511,24422.14236
|['T_CU_cases', 'T_GB_spread-of']|,0.458680459,21036.96491,21622.77947,22998.77129
|['T_GB_the-virus', 'T_GU_restrictions']|,0.35481457,21044.65231,22929.98771,22874.90192
|['T_GB_face-masks', 'T_GU_crisis']|,0.490481155,21051.54104,18034.88539,19162.4867
|['T_CB_social-distancing', 'T_GB_covid19-pandemic']|,0.51129352,21096.03852,19894.64705,21179.38995
|['G_covid', 'T_CB_social-distancing']|,0.368825659,21109.79953,27317.29644,27456.79799
|['T_GB_tested-positive', 'T_GU_restrictions']|,0.327464646,21115.33737,16814.81711,16913.97419
|['G_cough', 'T_CB_covid19-cases']|,0.496144613,21159.09692,11758.99409,6918.217394
|['T_GB_covid-19', 'T_GU_restrictions']|,0.378170368,21176.17938,16070.58935,17107.47872
|['T_CB_covid19-cases', 'T_GU_crisis']|,0.311696536,21184.93706,10851.10401,11829.51835
|['T_CB_surged-to', 'T_GB_cases-of']|,0.527786555,21187.25066,3236.060542,3133.171795
|['T_GB_covid-19', 'T_GB_the-pandemic']|,0.552454676,21249.94188,15052.75283,15462.7063
|['G_symptoms', 'T_CB_new-covid19']|,0.300379303,21262.12682,21335.7636,21485.74819
|['T_GB_covid-19', 'T_GB_social-distancing']|,0.55892728,21281.53617,15035.09964,13341.67655
|['T_CB_new-covid19', 'T_GB_covid19-pandemic']|,0.382698649,21283.10196,12992.87163,13250.42906
|['T_CB_social-distancing', 'T_GB_cases-of']|,0.371766078,21297.80153,27540.74805,27618.11584
|['T_GB_covid19-pandemic', 'T_GB_social-distancing']|,0.54399227,21350.70841,13650.88365,14190.94566
|['G_symptoms', 'T_CB_social-distancing']|,0.443652657,21360.10041,25974.93057,25687.18645
|['G_covid', 'T_GB_tested-positive']|,0.258148152,21362.11607,23763.43847,24242.84514
|['G_covid', 'T_GB_covid19-in']|,0.283994053,21384.89349,15254.68099,21882.55182
|['T_CB_covid19-cases', 'T_GB_tested-positive']|,0.325120548,21385.00649,20000.18322,24730.3552
|['T_CU_cases', 'T_GB_coronavirus-in']|,0.46916722,21393.04882,17358.67247,18866.58241
|['T_GU_corona', 'T_GU_positive']|,0.342198299,21411.18272,2546.128695,1968.408819
|['G_symptoms', 'T_GB_cases-of']|,0.283169023,21419.21826,23412.37966,23356.54355
|['T_GB_the-virus', 'T_GU_corona']|,0.347717751,21429.90297,3215.197657,2759.677656
|['G_symptoms', 'T_GB_face-masks']|,0.472036884,21442.02008,26032.71835,25487.99057
|['T_CB_surged-to', 'T_GB_the-virus']|,0.640370877,21458.21102,3066.58201,3090.840914
|['T_CB_social-distancing', 'T_GB_spread-of']|,0.497871003,21464.85376,22620.53493,24694.90601
|['T_CU_cases', 'T_GB_covid-19']|,0.422813399,21465.67823,18546.03984,20812.32364
|['T_GB_face-masks', 'T_GB_to-wear']|,0.472116374,21466.95157,20703.0414,22318.55056
|['G_cough', 'T_GU_corona']|,0.545694757,21469.13159,5130.582061,4121.759821
|['T_GB_the-pandemic', 'T_GU_crisis']|,0.492182362,21501.66852,14639.23249,17765.3477
|['T_GB_face-masks', 'T_GB_the-virus']|,0.477747875,21508.79714,15272.84162,4488.524213
|['G_covid', 'T_GB_face-masks']|,0.466456868,21508.91018,27204.32121,27141.26455
|['G_cough', 'T_GU_restrictions']|,0.498652335,21533.03155,16457.30739,14510.18677
|['T_CB_social-distancing', 'T_GU_crisis']|,0.453692643,21536.37509,23742.66054,22860.91512
|['T_CB_new-covid19', 'T_GB_spread-of']|,0.385638363,21560.68517,15796.36111,21281.49649
|['G_virus', 'T_GB_the-virus']|,0.353893169,21576.12277,11314.0719,4559.273409
|['G_virus', 'T_GU_positive']|,0.352933695,21588.29032,16125.81791,9271.922149
|['T_CB_new-covid19', 'T_GB_coronavirus-in']|,0.357140344,21593.61576,7775.159961,13173.98377
|['G_covid', 'T_GU_positive']|,0.261313955,21606.48175,3248.860159,3370.908118
|['T_CB_new-covid19', 'T_GB_covid-19']|,0.353941523,21627.61808,10041.56408,11761.48532
|['T_CB_new-covid', 'T_GB_to-wear']|,0.255880305,21636.96238,21657.6269,22414.46379
|['G_sick', 'T_GB_face-masks']|,0.465980374,21667.71353,17367.91397,14804.44462
|['T_GB_coronavirus-in', 'T_GU_restrictions']|,0.367259875,21679.64784,16155.10173,16540.84692
|['T_CB_social-distancing', 'T_GB_face-masks']|,0.484410693,21700.38202,22086.57898,21995.4216
|['T_GB_covid19-in', 'T_GB_face-masks']|,0.476007507,21713.00262,16684.03714,20390.80891
|['T_CU_corona', 'T_GB_covid19-pandemic']|,0.379840807,21718.64114,16086.93198,15135.41501
|['G_covid', 'T_CU_new']|,0.263811746,21724.98806,19404.13119,19438.38893
|['T_GB_social-distancing', 'T_GU_crisis']|,0.492917343,21742.24095,12859.3856,10542.81478
|['T_GB_a-pandemic', 'T_GB_face-masks']|,0.466280844,21753.79203,17282.97063,13986.64089
|['T_GB_covid19-pandemic', 'T_GB_the-pandemic']|,0.505361134,21777.33875,12452.48632,12193.20547
|['T_GB_cases-of', 'T_GB_covid-19']|,0.33255802,21797.3513,9043.157229,9170.899345
|['T_GB_cases-of', 'T_GB_face-masks']|,0.465736124,21801.21348,11534.33699,11500.19625
|['T_GB_face-masks', 'T_GB_tested-positive']|,0.471481258,21811.8679,19442.4712,19846.93718
|['T_CB_surged-to', 'T_GB_spread-of']|,0.614964758,21823.54189,17074.87505,16991.76167
|['T_GB_coronavirus-in', 'T_GB_face-masks']|,0.476859691,21832.51673,17889.47447,21950.67536
|['T_CB_covid19-cases', 'T_GU_death']|,0.449268536,21843.62592,24318.82567,21030.33876
|['T_CB_surged-to', 'T_GB_covid19-pandemic']|,0.604797305,21858.07895,3805.747638,3927.936096
|['T_CU_cases', 'T_GB_tested-positive']|,0.389433754,21863.93694,22830.34373,23175.48539
|['T_GB_face-masks', 'T_GU_positive']|,0.466103916,21870.16151,14822.43317,13826.19764
|['G_covid', 'T_GB_the-virus']|,0.286780179,21886.11077,27645.22569,16375.21812
|['T_GB_face-masks', 'T_GB_the-pandemic']|,0.465889154,21911.71738,11795.39579,11728.82946
|['G_sick', 'T_CB_social-distancing']|,0.349426752,21914.42427,20983.6969,20931.54082
|['T_GB_cases-of', 'T_GB_covid19-pandemic']|,0.354638238,21915.89908,16522.76601,16537.19278
|['T_GB_spread-of', 'T_GB_the-pandemic']|,0.505627739,21927.60623,14822.35459,12673.86664
|['T_GB_social-distancing', 'T_GB_spread-of']|,0.513874417,21929.80397,15108.06002,14683.63707
|['G_sick', 'T_CU_corona']|,0.169979808,21948.30067,20616.78057,16156.56147
|['T_CU_corona', 'T_GB_spread-of']|,0.384001979,21956.08825,19577.48181,18994.50627
|['T_GB_face-masks', 'T_GB_social-distancing']|,0.490217675,21960.14756,12764.97135,11477.71924
|['G_cough', 'G_virus']|,0.565951561,22023.99164,13298.98487,8434.337892
|['T_CU_new', 'T_GB_face-masks']|,0.472502732,22059.74964,24267.62821,25575.74132
|['G_cough', 'T_CU_cases']|,0.555313363,22062.693,15066.21202,14212.68697
|['T_GB_cases-of', 'T_GU_crisis']|,0.248116305,22086.06585,16384.78207,16431.19262
|['G_flu', 'T_CU_cases']|,0.684446975,22089.32483,11864.23353,11794.74554
|['T_GB_cases-of', 'T_GB_spread-of']|,0.361703846,22125.44902,17206.87547,17277.91803
|['G_symptoms', 'T_GB_social-distancing']|,0.443073188,22129.84759,20588.54353,18645.59541
