columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_fatigue']|,0.976465744,697.0435569,3926.282423,4056.791848
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_to-wear']|,0.976206291,707.2368638,2692.634735,2832.312728
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_headache']|,0.976548507,720.324667,2692.634735,2818.982541
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_cough']|,0.976011199,731.4554742,4071.291373,4069.218151
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_social-distancing']|,0.97618318,773.4257586,2692.634735,2619.052468
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_covid']|,0.976476855,776.4920342,2692.634735,2693.182817
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_cases']|,0.978942469,788.4441928,2692.634735,2644.439082
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_wave-of']|,0.975784887,842.083533,2692.634735,2801.799752
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_a-pandemic']|,0.976711226,847.3602047,3436.181577,3482.043899
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_coronavirus-cases']|,0.980198735,851.3891819,2546.128695,2665.618888
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'new_cases_2w_ago']|,0.976226296,922.4466479,2692.634735,2705.244009
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_new-covid']|,0.976705776,965.7040199,2692.634735,2641.27913
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_toronto']|,0.976550835,1014.707878,2405.686019,2266.874736
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_GB_the-pandemic']|,0.977622883,1070.284796,2901.816656,2764.127217
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_lockdown']|,0.976527091,1146.170109,2692.634735,2961.825191
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_cases-today']|,0.978419875,1147.118922,2901.816656,2760.872969
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_coronavirus-cases']|,0.980080967,1251.232164,2692.634735,2685.440229
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_surged-to']|,0.981936418,1327.971131,2692.634735,2595.409664
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_johns-hopkins']|,0.983010783,1367.944404,2692.634735,2619.940852
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CU_hopkins']|,0.983010783,1367.944404,2692.634735,2619.940852
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'G_lockdown']|,0.977318987,6167.987964,3934.476731,3867.14508
