columns,lr_training_r2,lr_rmse,dt_rmse,gbdt_rmse,,,,,,,,
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_ontario']|,0.981957305,558.1951727,3793.910484,3549.410071
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_cases']|,0.981175569,562.531484,3793.910484,3509.896449
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_GB_to-wear']|,0.981106061,565.9746273,3793.910484,3704.718085
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'G_covid']|,0.9843207,576.0951165,3793.910484,3608.610476
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_toronto']|,0.980372733,576.8858444,2405.686019,2267.543979
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_GB_a-pandemic']|,0.981626028,707.6954515,3793.910484,3685.159782
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'G_cough']|,0.982240228,717.114254,3793.910484,3606.192851
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_GB_coronavirus-cases']|,0.985509652,749.0525514,3793.910484,4059.790608
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_covid']|,0.981239575,789.1068649,3793.910484,3760.714167
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CB_cases-today']|,0.982017122,835.8561817,3793.910484,3710.008673
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CB_coronavirus-cases']|,0.982626907,842.7700714,3793.910484,3672.47236
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_lockdown']|,0.980645086,890.7021504,3793.910484,3830.325889
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_GB_the-pandemic']|,0.982303854,989.8330871,3793.910484,3884.484587
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CB_surged-to']|,0.985959749,996.9771469,3793.910484,3712.252838
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CB_johns-hopkins']|,0.987650233,1011.536572,3793.910484,3717.567249
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CU_hopkins']|,0.987650233,1011.536572,3793.910484,3717.567249
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'T_CB_new-covid']|,0.98086949,1229.571396,3793.910484,3683.528291
|['new_cases_last_week', 'T_CU_new', 'T_GU_restrictions', 'T_CB_covid19-pandemic', 'T_CU_deaths', 'T_CB_covid-cases', 'T_GB_tested-positive', 'T_CU_tests', 'G_lockdown']|,0.982588642,6754.734795,3934.476731,3838.229029
